item_id,product_name,brand_name,category_name,category_product
2.45E+09,Set dưỡng tái sinh Whoo- 𝐖𝐡𝐨𝐨 𝐂𝐡𝐞𝐨𝐧𝐲𝐮𝐥𝐝𝐚𝐧 𝐔𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐑𝐞𝐣𝐮𝐯𝐞𝐧𝐚𝐭𝐢𝐯𝐞,No Brand,skincare,2283
2.42E+09,Nước cân bằng độ ẩm trẻ hóa da trà xanh OneSpring Green Tea 120ml giúp da sáng căng mướt,No Brand,skincare,2284
3.23E+09,Super Brightening Essence Serum 30ml Supports Brightening Skin Care,No Brand,skincare,2283
3.25E+09,Brightening Anti-Wrinkle Tightening Moisturizing Facial Oil,No Brand,skincare,2283
2.25E+09,SERUM MỤN CẤP TỐC 24H LINH SÂM - chấm mụn,Linh Sâm,skincare,2283
3.17E+09,"(Mp-TH) Hộp 6V Serum se khít cô bé Miko đỏ Thái Lan Se khít , làm Hồng , khử mùi , giảm nấmngứa",No Brand,skincare,2283
1.65E+08,Combo 2 Kem Trị Mụn Và Ngừa Thâm Miss White 12g + Tặng 2 Gói Sữa Rửa Mặt Miss White,Miss White,skincare,2283
2.50E+09,Bộ Chăm Sóc Da Hoa Mận LAIKOU Nhật Bản - 5 Sản Phẩm Dành Cho Hydrat Hóa Làm Sáng Màu Da Và Bảo Vệ Tuổi,Laikou,skincare,10100738
5.99E+08,"Kem Mụn Hoa Đào Giảm Thâm Mụn, Dưỡng Trắng Da Mờ Thâm [Hàng Chính Hãng]",No Brand,skincare,2283
3.01E+09,Essence Dưỡng Sáng Da SK-II GenOptics Infinitaura 75ml,SK-II,skincare,2283
3.07E+09,KEM TRỊ MỤN VÀ NÁM HẢO SÂM (hàng chuẩn mẫu),No Brand,skincare,2283
3.03E+09,Combo kem bạch ngọc liên tẩy mạnh shop.linh.anh,No Brand,skincare,2283
1.97E+09,"Serum Vitamin C B561 Esthemax 100ml Trắng Sáng Da , Khử Mụn Thâm , Chống Lão Hóa",Esthemax,skincare,2283
2.38E+09,Kem Ezanic 20% Azelaic Acid Giảm Mụn Mờ Thâm Dưỡng Trắng Da 15g,No Brand,skincare,2283
2.86E+09,Combo Tái Tạo Da Gia Truyền Giúp Da Căng Bóng Mịn Màng Sạch Nám Mụn Tàn Nhang,No Brand,skincare,2283
3.21E+09,"(Mini Size) L'Oreal Paris Glycolic Night Cream for Brightening, Smoothing & Fading Dark Spots 15ml",No Brand,skincare,2283
2.60E+09,Sét Kem Kone Thái Lan ( Hàng Chuẩn Để Lâu Lên Hạt Hàng Mới Chưa Kịp Lên Để Mấy Ngày Là Lên Hạt Nhé Khách ),Kone,skincare,2283
3.15E+09,[ Sale mẫu cũ] lumos acne plus xóa mụn sạch thâm hàng chuẩn,No Brand,skincare,2283
1.77E+09,Kem sữa linh hương Chính Hãng Mới 30ml,No Brand,skincare,2283
9.90E+08,"Kem Giảm Mụn, Thâm Hoa Đào. Giảm mụn chỉ sau 2 tuần sử dụng",No Brand,skincare,2283
2.56E+09,Gel Lột Mụn Đầu Đen Mụn Cám Than Tre Hoạt Tính Chai 60G Sạch Mụn Thải Độc Chì Và Sáng Da SADOER MICOMI Cosmetics,No Brand,skincare,2290
1.76E+09,"Thailand Yanee skin active matte set (3 colors) combo 6 PCs Thailand Yanee skin removal kit for you with a youthful skin, smooth white and bright. Results can be seen after 7 days of use.",No Brand,skincare,2288
8.14E+08,"(Combo 5 Hộp ) Kem Dr Skinacne Sạch Mụn, Giảm Thâm, Trắng Mịn",No Brand,skincare,2283
1.86E+09,Aloe Vera gel Moisturizing & soften skin-aloe gel 98% aloe vera gel milaganics 300ml (JAR)-eherb,Milaganics,skincare,10100737
2.36E+09,"SERUM Trắng Da, Ngừa Mụn Senana 15ml Trẻ Hóa Da, Kiểm Soát Dầu, Dưỡng Ẩm",SENANA,skincare,2283
1.35E+09,Thorakao Ginseng Cream Supports Acne Reduction & Skin Brightening 7Gr,Thorakao,skincare,2283
2.64E+09,COMBO 10 Mặt Nạ Giấy Dưỡng Da Serum Cấp Ẩm Trắng Da Giảm Mụn Thải Độc Trẻ Hóa Da Mask Đắp Mặt HA Trái Cây Vitamin Vàng 24K Nội Địa Trung MICOMI Cosmetics,No Brand,skincare,2291
2.60E+09,Lẻ kem ngày collagen plus vit e dưỡng trắng da,No Brand,skincare,2283
2.06E+09,"Serum La Roche Posay B5 Hyalu 30ml Tái Tạo Và Phục Hồi Da , Săn Chắc Và Đàn Hồi Da",No Brand,skincare,2283
2.87E+09,"Serum Tinh Chất Trắng Da Mờ Thâm Arbutin Niacinamide 30ML SADOER Cấp Ẩm, Mềm Mịn Da, Mờ Đốm Thâm Nám, Thâm Mụn",SADOER,skincare,2283
3.21E+09,Skin Whitening Cream 377 Mmdeir 50g Lady's Cream Makeup Whitening Cream,No Brand,skincare,2283
2.02E+09,"Kem Khử Nám CCM Chính Hãng Thái Lan 20g Chuyên Khử Nám , Tàn Nhang , Mờ Thâm Hiệu Quả",No Brand,skincare,2283
3.09E+09,"Anti-aging wrinkle removal Moisturizing Cream, dry skin repair cream",No Brand,skincare,2283
3.04E+09,"Kem Dưỡng Da Collagen Kết Hợp Niacinamide KUGE Hủ 50g - Chống Lão Hóa, Cấp Ẩm Sâu, Phục Hồi Tái Tạo Da, Làm Mờ Nếp Nhăn",OEM,skincare,2283
2.97E+09,"(S-Xù) Kem Chấm Mụn Clinda M Thái Lan 15ml Diệt Khuẩn , Làm dịu hiệu quả vùng da nhạy cảm, chống viêm và ngăn ngừa sự hình thành của mụn",No Brand,skincare,2283
1.28E+09,[Hcm] Genuine Japanese Bb Stamp Meiduzi Cream 20Gr,MEIDUZI,skincare,2283
7.04E+08,"Kem làm trắng da xóa nám, mụn AC Thái Lan",No Brand,skincare,2283
2.29E+09,"Combo 3 Tẩy Da Chết Da Mặt Lô Hội Tặng SRM Làm Trắng Da, Ngừa Mụn Trẻ Hóa, Kiểm Soát Dầu, Dưỡng Ẩm Lấy Sạch Bụi Bẩn Sạch Sâu Trắng Hồng Ẩm Mượt",No Brand,skincare,2290
2.47E+09,"Kem U.B Pearl Cream Dưỡng Da Mụn Trắng Nám ( Hũ 2,8 g ) Thái Lan",No Brand,skincare,2283
2.81E+09,Kem mụn  - Gel giảm mụn giảm thâm Cấp Tốc Mờ Sẹo Anti-Acne Gel Giúp Da Láng Mịn Khít Lỗ Chân Lông Kiểm Soát Dầu 20g an toàn hiệu quả không tác dụng phụ,No Brand,skincare,2283
3.24E+09,Skin Care Essence 10ml Facial Care Anti-Wrinkle Whitening Skin Shrink Pores Improve Bright White Skin Oligopeptide Malachite Serum,No Brand,skincare,2283
1.99E+09,"( Chính Hãng 100% ) Combo Kem Demejine Hàn Quốc Ngày Và Đêm - Kem Tái Tạo Da Dưỡng Trắng Da , Giảm Mụn Nám Tàn Nhang",DEMEJINE,skincare,2283
3.14E+09,🔥100% hàng thật🔥La Roche-Posay Cicaplast Baume B5+ 100ml Kem phục hồi giúp phục hồi da sau Làm dịu tức thời Dưỡng ẩm,No Brand,skincare,2283
8.37E+08,"KEM CAO SÂM SỆT thiên nhiên, thảo dược, chuyên sạch mụn, nám dưỡng hong căng mượt,- Hàng xưởng gia tốt",No Brand,skincare,2283
2.42E+09,"COMBO 2 HŨ KEM XÓA NÁM ,MỤN HÀN QUỐC DEMEJINE [NGÀY VÀ ĐÊM]",DEMEJINE,skincare,2283
2.82E+09,Kem giảm Mụn và thâm Acne Derm 20% Azelaic Acid tuýp 20g,Acne Doctor,skincare,2283
2.96E+09,"Kem UREA Vitamin E dưỡng trắng, mờ nám, sạm da, cho làn da đều màu chắc khỏe loại 70g",No Brand,skincare,2283
2.93E+09,Sữa dưỡn Rong Nho Nhật Bản Las Beauty truyền trắng dưỡng da căng bóng phục hồi da 50ml,LAS BEAUTY,skincare,2283
1.32E+09,Japanese Meiduzi B&B Cosmetic Cream (Red) 20Gr,No Brand,skincare,2283
1.11E+09,"Combo Kem Demejine Hàn Quốc Ngày, Đêm và Serum - Kem Demejine DN 20g - Serum Demejine DN 15ml",DEMEJINE,skincare,2283
2.52E+09,"Derma Forte giảm mụn - Gel giảm mụn, giảm thâm Derma Forte",Derma Formula,skincare,2283
2.63E+09,COMBO 3 Hộp Serum viên tinh chất collagen ETAE ( Tổng 90 Viên) Skincare A195,No Brand,skincare,2283
1.39E+09,Combo 3 Tubes of NEOCURMA Turmeric Gel Helps Reduce Acne Blemishes Suitable For All Skin Types 60g,Neo,skincare,2283
9.32E+08,"[CHÍNH HÃNG] Kem dưỡng trắng da face pháp a cosmetics 20g, kem face pháp 2024 mẫu mới, face pháp 2024 mẫu mới",No Brand,skincare,2283
1.07E+09,Kem Huashuli Cô Tiên Đỏ Ngày Và Đêm Dành Cho Da Nám Tàn Nhang,OEM,skincare,2283
2.63E+09,Serum phục hồi da sau tái tạo Phương Anh - Serum phục hồi dưỡng da Hyaluron Yody White Phương Anh (chính hãng) 20ml,Yody Phương Anh,skincare,2283
3.13E+09,{ chuẩn loại 1} kem Hoa Việt victory dưỡng trắng da hủ 15g,No Brand,skincare,2283
3.18E+09,"Dưỡng chất kép Retinol VIBRANT GLAMOUR Gấp đôi khả năng chống lão hóa: chống oxy hóa + giảm nếp nhăn. Bảo vệ sâu ban đêm, thúc đẩy tái tạo collagen, giữ ẩm cho da căng mịn",No Brand,skincare,2283
3.21E+09,"Serum Dưỡng Rong Nho Las Beauty 50ml Tái Sinh Phục Hồi Da, Trắng Da Mịn Da",No Brand,skincare,2283
2.51E+09,Tái tạo da Phương Anh Yody White Mẫu Mới 80ml,Nobard,skincare,2283
2.66E+09,Hộp 20 Gói Mặt Nạ Ngủ Trắng Da Niacinamide Arbutin Giảm Thâm Nám Thâm Mụn Dưỡng Ẩm Trẻ Hóa Da Mask Đắp Mặt Vitamin MICOMI Cosmetics,No Brand,skincare,2291
6.66E+08,French Face Cream a Cosmetics New Model Genuine 20g Box Mp Phuong Anh,A Cosmetics,skincare,2283
1.96E+09,Hộp Serum 30 viên Vitamin E Dạng Viên Cá - Dưỡng Ẩm Trắng Da Chống Nhăn Chống Thâm Thu Nhỏ Lỗ Chân Lông,VENZEN,skincare,2283
1.34E+09,[HCM]Kem nám và chống tàn nhang thảo dược BAIZTON 30g da trắng sáng và dưỡng ẩm - Hiệu quả chỉ 28 ngày sử dụng A189,No Brand,skincare,2283
1.79E+09,Kem mụn Lily's White 16gr,No Brand,skincare,2283
1.96E+09,"Gel Nha Đam dưỡng ẩm 98% SIMU MMEI'R 300ml - Gel Lô Hội nội địa Trung dưỡng da, cấp ẩm cho da mặt TIDO",No Brand,skincare,2283
3.06E+09,Kem Chống Nắng Trắng Da Nâng Tông Da SPF 50+ PA++++ Chống Tia UV LAMEILA 30G Bảo Vệ Da Nhạy Cảm,Lameila,skincare,2285
1.54E+09,Kem Face Collagen x3 dưỡng trắn gda,No Brand,skincare,2283
5.86E+08,Kem mụn Bioaqua Pure skin Nội địa Trung - BUM STORE,OEM,skincare,2283
2.66E+09,[Cam Kết Hết Mụn Thâm Trong 7 Ngày] Kem Giảm Mụn Cấp Tốc Loại Bỏ Mụn và Vết Thâm Hoàn Toàn Thu Nhỏ Lỗ Chân Lông CYSTIC Acne Giúp Da Láng Mịn Khít Lỗ Chân Lông Kiểm Soát Dầu/25g,No Brand,skincare,2283
2.71E+09,Combo Kem Face Tái Tạo Da Gia Truyền Giúp Da Căng Bóng Mịn Màng Sạch Nám Mụn Tàn Nhang,No Brand,skincare,2283
2.73E+09,Bộ kem nám 5in1 clobetamil g của thái lan chính hãng - mpcholon,No Brand,skincare,2283
2.02E+09,"Kem Ủ Cao Nghệ Collagen X3 Đông Anh 50g Khử Mụn ,Mờ Thâm Nám , Sẹo , Phục Hồi , Làm Sáng Da",No Brand,skincare,2283
2.06E+09,"(Mẩu Mới) Kem Face Pháp A Cosmetics 5 in 1 50g Trắng Da , Ngừa Mụn , Mờ Thâm Nám, Hiệu Quả Sau 1 Tuần Sữ Dụng",No Brand,skincare,2283
3.04E+09,Kem sâm xóa nhăn hoàng kỳ nhân sâm Huangqi - Kem xóa nhăn chống chảy xệ 70g,No Brand,skincare,2283
2.47E+09,"(Siêu Hot) Sữa Rửa Mặt Ý Dĩ Hatomugi Bản Nội Địa 170g khử mụn, mờ thâm , trắng da , se khít chân lông",No Brand,skincare,2289
1.48E+09,"Kem Face Pháp A Cosmetic Whitening 50g Trắng Da, Khử Nám Tàn Nhang Hiệu Quả",No Brand,skincare,2283
2.07E+09,Kem Dưỡng Sáng Da Olay Luminous Ban Ngày & Ban Đêm 50g Hasaki Sản Phẩm Chính Hãng,Olay,skincare,2283
2.91E+09,Acne Patch Plus 12pcs,DermaAngel,skincare,2283
1.45E+09,[Nhân Sâm] Serum Tinh Chất Nhân Sâm Vàng Ginseng Gold Polypeptide 100ml Giúp Dưỡng Ẩm Trẻ Hóa Da Làm Da Mặt Căng Bóng Mịn Màng Chống Lão Hóa,OEM,skincare,2283
2.20E+09,Lố 24 hộp kem AC Thái,No Brand,skincare,2283
2.74E+09,"[Free 1 Blister of Vitamin E] Las Beauty Japanese Grape Seaweed Milk for Whitening, Nourishing, Shiny Skin and Restoring Skin Skin Perfect50Ml",LAS BEAUTY,skincare,2283
3.06E+09,Kem tinh chất nhân sâm Kết cấu ánh sáng chống lão hóa Dễ dàng hấp thụ 60g,No Brand,skincare,2283
3.09E+09,Gel Tẩy Tế Bào Chết Da Mặt Từ Lá Trà Xanh Tươi Fenyi Green Tea Thu Nhỏ Lỗ Chân Lông Cho Làn Da Sạch,FENYI,skincare,10100737
2.64E+09,Ezanic Gel 20% Tube 15g – Ezanic Azelaic Acid Gel 20% Giảm Mụn Mờ Thâm Sáng Da,No Brand,skincare,2283
2.54E+09,DermaAngel Acne Patch For Day & Night 18pcs 13g,DermaAngel,skincare,2283
1.26E+09,Cosmetic Set facial care,No Brand,skincare,2288
1.26E+09,Chấm mụnnámtàn nhang lấp đầy sẹo rỗ 7 ngày bong Nám Chấm nám KHẮC TINH CỦA NÁM CHÂN ĐINH TÀN NHANG,No Brand,skincare,2283
2.87E+09,"Serum Tinh Chất Nhân Sâm Hàn Quốc,Giảm Nếp Nhăng,Chống Lão Hoá Da,Cung Cấp Độ Ẩm Trẻ Hoá Da 30ml",No Brand,skincare,2283
2.84E+09,"[DATE 23/03/2026] Kem dưỡng tái tạo 0.5% Retinol & 2% Bakuchiol chống lão hoá, mờ sạm nám BEAUTREND Retinol Care Cream 30ml (Hàn)",No Brand,skincare,2283
2.07E+09,"(Mẩu Mới) Kem Dưỡng Da Collagen Sữa Non FEMMIU Dưỡng Trắng Mịn Da , Cấp Ẩm , Chống Nắng , Dụng Cụ Chăm Sóc Da Mặt Hiệu Quả",No Brand,skincare,2283
3.19E+09,Kem Sâm Dưỡng Trắng Da Thorakao 7g,No Brand,skincare,2283
2.94E+09,Sét nám Kone dưỡng trắng da thái lan - chuyensithienduc,Kone,skincare,2283
1.29E+09,[HCM]Kem MISS WHITE Mụn Và Thâm 12g,No Brand,skincare,2283
2.49E+09,Kem mụn và thâm tinh chất nghệ Miss White 20g,Miss White,skincare,2283
3.17E+09,Middle domestic reverse vitamin E essence skin whitening cream,No Brand,skincare,2283
2.93E+09,Sữa dưỡn Rong Nho Nhật Bản Las Beauty truyền trắng dưỡng da căng bóng phục hồi da 50ml,LAS BEAUTY,skincare,2283
2.59E+09,COMBO BỘ KEM DEMEJINE HÀN QUỐC.Kem face  bộ ( ngày + đêm)+ serum DEMEJINE.Kem Demjine hay còn gọi là kem DN Hàn Quốc  🍃 Đừng bỏ quatinh chất dưỡng Essence Rores này nhé. Giúp cải thiện các dấu hiệu lão hóa cho da,No Brand,skincare,2283
2.61E+09,(CHÍNH HÃNG)Kem Xoá Nếp Nhăn Trẻ Hoá Da Qingling Mờ Nám Tàn Nhang Chống Chảy Xệ Bổ Sung Collagen Qinglin,No Brand,skincare,2283
2.05E+09,"Serum La Roche Posay B5 Hyalu 30ml Tái Tạo Và Phục Hồi Da , Săn Chắc Và Đàn Hồi Da",No Brand,skincare,2283
2.90E+09,Sữa Rửa Mặt Trắng Da Mờ Thâm Nám Làm Sạch Sâu Se Khít Lỗ Chân Lông Tuýp 100g,No Brand,skincare,2289
1.48E+09,"Serum Collagen X3 Đông Anh Vua Khử Nám, Tàn Nhang , Thâm 20ml (R)",No Brand,skincare,2283
1.62E+09,Kem Dưỡng Trắng Da Vitamin C BIOAQUA 50g Sáng Da Và Giảm Thâm Nám Da Căng Mướt A222 C,Bioaqua,skincare,2283
2.17E+09,Thảo dược đông y cốt sâm có bột bong mạnh tái tạo da sạch mụn nám tàn nhang hiệu quả 30ml,No Brand,skincare,2283
2.38E+09,"Kem Bôi Da YOOSUN Rau Má Tuýp 50gr Giúp Làm Dịu Mẩn Ngứa, Ngăn Ngừa Mụn, Mát Da Cho Bé",Yoosun,skincare,2283
1.49E+09,COMBO 10/20/50 Mặt Nạ Trái Cây Bioaqua Mask Dưỡng Trắng Cấp Ẩm Căng Bóng- Cung Cấp Vitamin Cho Làn Da Khỏe Đẹp (MỚI) A199,No Brand,skincare,2291
1.50E+09,Tinh Chất 30ml Tái Tạo Da SUNNARY Nhân Sâm Hỗ Trợ Cải Thiện Mụn - Nám - Tàng Nhang - Sẹo Rỗ thiên nhiên hieu quả vượt trội gia cong mỹ phẩm đông y thiên nhiên,No Brand,skincare,2283
1.89E+09,KEM XANH KEM SIÊU PHÂN HỦY NÁM  MỜ THÂM TĂNG SẮC TỐ SẠCH  NÁM ngừa mụn trắng sáng căng bóng cao cấp,No Brand,skincare,2283
2.50E+09,Tinh Chất Vitamin E Dưỡng Ẩm Sáng Da Ngăn Ngừa Mụn Và Loại Bỏ Nếp Nhăn Vùng Da Thâm Sạm 30g,OEM,skincare,2283
2.63E+09,[Hàn Quốc] Tinh Chất Nhân Sâm Xóa Nếp Nhăn Vĩnh Viễn Loại Bỏ Thâm Nám Tàn Nhang Dưỡng Da Trắng Mịn Rạng Rỡ 30ML,OEM,skincare,2283
2.67E+09,"【3 Days Whitening】Whitening Cream Moisturizes, Removes Freckles, Brightens Skin, Moisturizes and Hydrates, Saves Dry Skin, Optimal Moisturizing Cream, Dark Spot Fading Cream, Skin Whitening, Dark Spot Removal Serum, Brightens Skin,",No Brand,skincare,2283
2.50E+09,Kem Dưỡng Ẩm Tinh Chất Trà Xanh Thiên Nhiên Cấp Nước Cho Da Mịn Màng Hết Khô Sạm Xỉn Màu 50g,Thiên Nhiên,skincare,10100737
2.65E+09,"Kem chấm mụn cấp tốc,kem chấm mụn tận gốc,chóng loại bỏ mụn bọc,giảm thâm ngăn mụn tái phát, kem bôi mụn làm mờ thâm",No Brand,skincare,2283
